,2022-03-01,2023-03-01,2023-09-01
Promoters,67.55,67.55,67.55
FIIs,0.0,0.0,0.02
DIIs,9.66,9.66,5.82
Public,22.78,22.79,26.61
No. of Shareholders,318.0,237.0,360.0
