,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,60.56,76.82,92.41,86.3,77.12,71.96,96.89,103.15,79.85,73.58,102.68,101.65,98.88
Expenses,55.62,69.56,83.75,76.61,68.06,64.41,88.31,93.45,70.49,65.87,93.65,92.37,89.57
Operating Profit,4.94,7.26,8.66,9.69,9.06,7.55,8.58,9.7,9.36,7.71,9.03,9.28,9.31
OPM %,8.16,9.45,9.37,11.23,11.75,10.49,8.86,9.4,11.72,10.48,8.79,9.13,9.42
Other Income,0.45,0.55,0.44,0.38,0.34,0.73,0.6,0.37,0.59,0.09,0.26,0.44,0.49
Interest,2.53,4.76,5.13,5.18,4.8,3.87,4.01,4.6,5.12,4.71,4.45,4.82,5.06
Depreciation,1.18,2.24,2.19,2.87,2.29,1.95,1.91,1.78,1.67,1.54,2.3,2.26,2.15
Profit before tax,1.68,0.81,1.78,2.02,2.31,2.46,3.26,3.69,3.16,1.55,2.54,2.64,2.59
Tax %,32.74,32.1,29.78,34.16,33.33,34.15,32.82,28.18,25.0,29.68,27.95,28.03,
Net Profit,1.13,0.56,1.26,1.32,1.53,1.62,2.18,2.65,2.37,1.09,1.83,1.9,1.93
EPS in Rs,2.56,1.27,2.86,3.0,3.47,3.68,4.95,6.01,5.38,2.47,4.15,4.31,4.38
