,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,26.46,24.39,10.82,19.55,20.27,30.15,31.68,30.27,31.71,31.02,29.17,26.3,22.07
Expenses,24.38,24.56,11.24,19.42,20.3,29.26,30.02,29.97,31.67,29.32,27.83,25.33,21.19
Operating Profit,2.08,-0.17,-0.42,0.13,-0.03,0.89,1.66,0.3,0.04,1.7,1.34,0.97,0.88
OPM %,7.86,-0.7,-3.88,0.66,-0.15,2.95,5.24,0.99,0.13,5.48,4.59,3.69,3.99
Other Income,0.0,0.0,0.78,0.54,0.77,0.49,0.0,0.95,1.13,0.09,0.75,0.72,0.37
Interest,0.41,0.44,0.5,0.39,0.39,0.39,0.45,0.48,0.37,0.44,0.86,0.58,0.6
Depreciation,0.15,0.15,0.17,0.18,0.18,0.18,0.4,0.36,0.36,0.36,0.32,0.27,0.27
Profit before tax,1.52,-0.76,-0.31,0.1,0.17,0.81,0.81,0.41,0.44,0.99,0.91,0.84,0.38
Tax %,25.0,25.0,19.35,0.0,5.88,23.46,37.04,-39.02,54.55,22.22,41.76,28.57,13.16
Net Profit,1.14,-0.57,-0.24,0.1,0.15,0.62,0.5,0.57,0.2,0.77,0.54,0.6,0.33
EPS in Rs,0.1,-0.05,-0.02,0.01,0.01,0.05,0.04,0.05,0.02,0.07,0.05,0.05,0.03
