,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1,7,8
Reserves,1,64,139
Borrowings,0,324,395
Other Liabilities,0,82,107
Total Liabilities,2,476,648
Fixed Assets,0,341,408
CWIP,0,19,20
Investments,0,0,0
Other Assets,2,116,220
Total Assets,2,476,648
