,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,131.0,133.0,166.0,204.0
Expenses,122.0,122.0,153.0,185.0
Operating Profit,9.0,11.0,13.0,19.0
OPM %,7.0,8.0,8.0,9.0
Other Income,4.0,2.0,2.0,3.0
Interest,3.0,3.0,3.0,3.0
Depreciation,3.0,4.0,4.0,4.0
Profit before tax,6.0,6.0,8.0,15.0
Tax %,31.0,20.0,22.0,16.0
Net Profit,4.0,5.0,6.0,13.0
EPS in Rs,9.72,11.16,4.56,10.05
