,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,4,4.0,13,13
Reserves,21,,19,31
Borrowings,30,,24,23
Other Liabilities,22,,38,47
Total Liabilities,77,,95,114
Fixed Assets,29,,30,30
CWIP,0,,0,0
Investments,0,,0,0
Other Assets,48,,64,84
Total Assets,77,,95,114
