,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,5,5,15,8
Cash from Investing Activity,-2,-6,-4,-4
Cash from Financing Activity,-2,-2,-10,-4
Net Cash Flow,1,-3,1,-1
