,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,29.87,30.14,29.3,29.33,29.05,28.69,28.62,28.56
FIIs,0.0,0.18,0.0,0.0,0.0,1.08,1.29,1.17
DIIs,0.0,0.31,0.16,0.0,0.0,0.32,0.0,0.0
Public,70.13,69.37,70.54,70.67,70.94,69.91,70.09,70.27
No. of Shareholders,9734.0,10933.0,10718.0,9545.0,9770.0,16215.0,15247.0,14636.0
