,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,67.82,66.07,68.22,74.83,84.67,85.75,90.1,91.7,91.39,45.71,54.61,27.84,27.86
Expenses,64.77,63.13,66.02,71.79,80.27,81.11,85.57,86.18,85.7,42.64,54.21,25.48,25.35
Operating Profit,3.05,2.94,2.2,3.04,4.4,4.64,4.53,5.52,5.69,3.07,0.4,2.36,2.51
OPM %,4.5,4.45,3.22,4.06,5.2,5.41,5.03,6.02,6.23,6.72,0.73,8.48,9.01
Other Income,1.7,1.83,2.93,1.44,0.24,0.19,0.31,0.1,0.29,0.03,1.25,-0.02,0.02
Interest,2.72,2.57,3.1,2.45,2.48,2.49,2.08,2.6,2.7,3.04,2.47,0.92,1.04
Depreciation,1.33,1.42,1.32,1.19,1.06,1.07,1.35,1.58,1.62,1.53,1.37,0.88,0.91
Profit before tax,0.7,0.78,0.71,0.84,1.1,1.27,1.41,1.44,1.66,-1.47,-2.19,0.54,0.58
Tax %,38.57,30.77,67.61,36.9,43.64,37.01,53.9,24.31,12.05,2.04,14.61,90.74,
Net Profit,0.43,0.54,0.23,0.53,0.63,0.8,0.64,1.09,1.47,-1.44,-1.87,0.05,1.26
EPS in Rs,0.64,0.72,0.29,0.66,0.7,0.65,0.52,0.88,1.19,-1.16,-1.51,0.04,1.01
