,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,14.88,16.25,15.88,14.62,17.05,18.48,13.42,24.12,28.19,9.05,14.17,15.34,19.82
Expenses,12.25,13.59,13.76,11.45,15.24,16.66,11.8,20.4,25.7,8.74,15.57,14.51,19.07
Operating Profit,2.63,2.66,2.12,3.17,1.81,1.82,1.62,3.72,2.49,0.31,-1.4,0.83,0.75
OPM %,17.67,16.37,13.35,21.68,10.62,9.85,12.07,15.42,8.83,3.43,-9.88,5.41,3.78
Other Income,0.16,0.08,0.89,1.07,0.24,0.39,1.78,3.49,3.46,1.49,0.06,0.22,1.52
Interest,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.02
Depreciation,0.58,0.58,0.63,0.6,0.6,0.6,0.6,0.62,0.63,0.63,0.64,0.61,0.61
Profit before tax,2.19,2.14,2.36,3.63,1.43,1.6,2.79,6.57,5.3,1.14,-2.0,0.42,1.64
Tax %,29.68,30.37,22.88,11.85,46.15,41.25,20.07,26.33,24.53,53.51,23.0,28.57,35.37
Net Profit,1.54,1.49,1.82,3.21,0.77,0.94,2.23,4.84,4.0,0.53,-1.54,0.31,1.06
EPS in Rs,1.5,1.45,1.77,3.13,0.75,0.92,2.17,4.71,3.9,0.52,-1.5,0.3,1.03
