,2017-03-01,2018-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-14,-41,13,-60,-180
Cash from Investing Activity,-34,31,8,-15,-19
Cash from Financing Activity,48,10,-11,67,248
Net Cash Flow,0,0,10,-8,49
