,Mar 2017,Mar 2018,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,127.0,151.0,905.0,1211.0,1746.0,2005
Expenses,126.0,154.0,854.0,1045.0,1432.0,1666
Operating Profit,1.0,-2.0,51.0,166.0,314.0,339
OPM %,0.0,-1.0,6.0,14.0,18.0,17
Other Income,1.0,4.0,7.0,2.0,3.0,3
Interest,1.0,2.0,5.0,15.0,39.0,50
Depreciation,0.0,0.0,3.0,12.0,24.0,29
Profit before tax,0.0,0.0,51.0,141.0,253.0,264
Tax %,575.0,100.0,27.0,26.0,24.0,
Net Profit,-0.0,0.0,37.0,105.0,192.0,208
EPS in Rs,-0.65,0.03,16.83,44.31,81.27,87.78
