,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,68.2,57.85,55.75,54.91
FIIs,0.91,2.5,2.37,3.76
Public,30.88,39.65,41.9,41.32
No. of Shareholders,1769.0,2099.0,2360.0,28414.0
