,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.81,0.65,0.74,0.00,0.00,0.00,0.0,,
Inventory Days,,,,,,,,157.61,328.50,638.75
Days Payable,,,,,,,,1211.14,3869.00,3376.25
Cash Conversion Cycle,0.0,0.81,0.65,0.74,0.00,0.00,0.00,-1053.52,,
Working Capital Days,202.46,261.12,69.66,21.84,222.43,216.61,49.08,53.09,,
ROCE %,,4.81,2.61,-30.93,-4.12,-26.70,-32.05,-32.82,-14.33,-4.64
