,2021-03-01,2022-03-01,2023-03-01
Debtor Days,534.0,659,411
Inventory Days,1589.0,,
Days Payable,1558.0,,
Cash Conversion Cycle,565.0,659,411
Working Capital Days,368.0,555,734
ROCE %,,-12,-9
