,2022-03-01,2023-03-01,2023-09-01
Promoters,68.72,67.28,69.5
FIIs,5.78,5.27,4.87
DIIs,3.12,2.3,2.0
Public,22.37,25.15,23.63
No. of Shareholders,11474.0,10590.0,11805.0
