,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,11,11,11,12
Reserves,1529,1446,1040,1254
Borrowings,1306,1758,2329,2341
Other Liabilities,2782,2943,2798,2871
Total Liabilities,5628,6158,6179,6478
Fixed Assets,1262,1397,1651,1379
CWIP,309,188,163,248
Investments,33,33,1,3
Other Assets,4024,4541,4364,4849
Total Assets,5628,6158,6179,6478
