,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9.86,15.94,15.94,17.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09,19.09
Reserves,-0.56,-7.16,-46.62,-51.15,-61.3,-69.42,-73.17,-75.54,-78.03,-105.1,-105.22,-105.33,-105.38
Borrowings,84.43,78.85,70.71,73.67,81.38,85.02,84.84,83.98,84.32,65.13,65.3,65.44,65.48
Other Liabilities,3.78,17.69,25.35,21.77,22.22,23.13,22.35,22.33,21.21,21.02,20.96,20.94,20.95
Total Liabilities,97.51,105.32,65.38,61.38,61.39,57.82,53.11,49.86,46.59,0.14,0.13,0.14,0.14
Fixed Assets,63.01,61.39,59.93,57.77,55.25,52.69,50.28,47.94,45.59,0.0,0.0,0.0,0.0
CWIP,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,34.35,43.78,5.3,3.6,6.14,5.13,2.83,1.92,1.0,0.14,0.13,0.14,0.14
Total Assets,97.51,105.32,65.38,61.38,61.39,57.82,53.11,49.86,46.59,0.14,0.13,0.14,0.14
