,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,58.69,55.34,59.11,59.51,61.49,61.49,61.49,42.52
Public,41.31,44.66,40.89,40.49,38.51,38.51,38.5,57.5
No. of Shareholders,157.0,191.0,182.0,167.0,174.0,195.0,749.0,3333.0
