,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Reserves,-1.34,-1.34,-1.34,-1.35,-1.02,-0.99,-0.78,0.34,0.53,0.58,0.62,0.68,0.7000000000000001
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.54,0.72,0.92,0.6000000000000001
Other Liabilities,0.8200000000000001,0.8300000000000001,0.8200000000000001,0.84,0.59,0.53,0.47,0.19,0.27,0.38,1.73,1.32,1.37
Total Liabilities,9.48,9.49,9.48,9.49,9.57,9.54,9.69,10.53,11.34,11.5,13.07,12.92,12.67
Fixed Assets,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,6.5600000000000005,6.66,6.16,3.64,3.53,2.83,2.78,4.6,4.6,4.6,4.41,0.87,0.87
Other Assets,2.9,2.8200000000000003,3.31,5.85,6.04,6.71,6.91,5.93,6.74,6.9,8.66,12.05,11.8
Total Assets,9.48,9.49,9.48,9.49,9.57,9.54,9.69,10.53,11.34,11.5,13.07,12.92,12.67
