,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,11.6,10.39,3.21,3.61,0.00,0.00,0.34,0.25,0.28,0.24,0.17,0.22,0.14
Expenses,11.32,10.13,3.82,3.78,1.85,0.39,0.34,0.29,0.23,0.2,0.21,0.23,0.24
Operating Profit,0.28,0.26,-0.61,-0.17,-1.85,-0.39,0.0,-0.04,0.05,0.04,-0.04,-0.01,-0.10
OPM %,2.41,2.5,-19.0,-4.71,,,0.0,-16.0,17.86,16.67,-23.53,-4.55,-71.43
Other Income,0.42,0.45,0.17,0.23,3.27,0.49,0.0,0.13,0.01,0.6,0.03,0.0,0.65
Interest,0.05,0.06,0.02,0.03,0.00,0.06,0.02,0.01,0.0,0.0,0.0,0.0,0.00
Depreciation,0.32,0.32,0.3,0.68,0.01,0.00,0.0,0.01,0.0,0.0,0.0,0.0,0.00
Profit before tax,0.33,0.33,-0.76,-0.65,1.41,0.04,-0.02,0.07,0.06,0.64,-0.01,-0.01,0.55
Tax %,78.79,9.09,5.26,24.62,-8.51,25.00,-50.0,0.0,66.67,17.19,-200.0,0.0,
Net Profit,0.07,0.31,-0.73,-0.48,1.53,0.02,-0.03,0.07,0.02,0.52,-0.03,-0.01,0.48
EPS in Rs,0.19,0.84,-1.98,-1.3,4.15,0.05,-0.08,0.19,0.05,1.41,-0.08,-0.03,1.31
