,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.05,0.05,0.43,0.06,0.03,0.06,0.03,0.20,0.06,0.05,0.04,0.07,0.04
Operating Profit,-0.05,-0.05,-0.43,-0.06,-0.03,-0.06,-0.03,-0.20,-0.06,-0.05,-0.04,-0.07,-0.04
OPM %,,,,,,,,,,,,,
Other Income,0.01,0.01,0.07,0.02,0.01,0.01,0.01,0.01,0.13,0.07,0.21,1.07,0.26
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.07,0.05,0.03,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06
Profit before tax,-0.11,-0.09,-0.39,-0.10,-0.08,-0.11,-0.08,-0.25,0.01,-0.04,0.12,0.94,0.16
Tax %,0.00,0.00,5.13,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00
Net Profit,-0.12,-0.09,-0.37,-0.10,-0.08,-0.11,-0.06,-0.25,0.01,-0.04,0.12,0.94,0.16
EPS in Rs,-0.30,-0.23,-0.93,-0.25,-0.20,-0.28,-0.15,-0.63,0.03,-0.10,0.30,2.37,0.40
