,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,71.19,71.19,71.19,71.19,71.19,71.19,71.19,71.19
DIIs,3.37,3.37,3.37,3.37,3.37,3.37,3.37,3.37
Public,25.44,25.44,25.44,25.44,25.44,25.44,25.44,25.44
No. of Shareholders,5583.0,5612.0,5621.0,5598.0,5606.0,5665.0,5838.0,5809.0
