,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,-21.69,28.12,32.56,24.41
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,-21.69,28.12,32.56,24.41
Working Capital Days,17.07,27.59,25.06,45.22
ROCE %,,23.82,34.90,29.64
