,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,15.82,13.76,17.04,29.46
Expenses,15.71,13.5,16.55,28.39
Operating Profit,0.11,0.26,0.49,1.07
OPM %,0.7,1.89,2.88,3.63
Other Income,0.32,0.27,0.22,0.73
Interest,0.1,0.09,0.05,0.12
Depreciation,0.09,0.1,0.08,0.09
Profit before tax,0.24,0.34,0.58,1.59
Tax %,16.67,14.71,18.97,31.45
Net Profit,0.21,0.28,0.48,1.08
EPS in Rs,103.96,13.9,3.97,6.18
