,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.68,1.55,0.59,0.54,0.21,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,4.93,3.46,15.05,1.06,0.81,1.31,5.16,2.24,1.30,5.11,2.14,0.20,0.13
Operating Profit,-1.25,-1.91,-14.46,-0.52,-0.6,-1.13,-5.16,-2.24,-1.30,-5.11,-2.14,-0.20,-0.13
OPM %,-33.97,-123.23,-2450.85,-96.3,-285.71,-627.78,,,,,,,
Other Income,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.01,0.00,0.00
Interest,0.03,0.11,0.01,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.58,0.59,0.58,0.48,0.48,0.49,0.47,0.40,0.40,0.79,0.39,0.32,0.32
Profit before tax,-1.86,-2.61,-15.05,-1.0,-1.08,-1.62,-5.63,-2.64,-1.70,-5.90,-2.52,-0.52,-0.45
Tax %,0.0,0.0,0.86,0.0,0.0,0.0,1.60,0.00,0.00,0.00,1.98,0.00,0.00
Net Profit,-1.86,-2.61,-14.92,-1.0,-1.08,-1.61,-5.55,-2.64,-1.70,-5.90,-2.46,-0.52,-0.45
EPS in Rs,-3.76,-5.27,-30.14,-2.02,-2.18,-3.25,-11.21,-5.33,-3.43,-11.92,-4.97,-1.05,-0.91
