,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.95,74.95,74.95,74.95,74.95,50.96,50.96,50.96
FIIs,6.74,5.44,5.44,5.44,4.76,0.02,0.02,0.02
Public,18.32,19.61,19.61,19.61,20.29,49.02,49.02,49.02
No. of Shareholders,6612.0,7914.0,7871.0,7899.0,8580.0,28621.0,33775.0,35162.0
