,2022-05-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,49.09,49.09,50.22,50.22,50.45,50.45
FIIs,8.55,7.37,6.63,5.34,4.81,4.83
DIIs,0.48,0.58,0.49,0.47,0.45,0.45
Public,41.88,42.96,42.67,43.98,44.3,44.26
No. of Shareholders,62082.0,60352.0,55770.0,54704.0,54376.0,53825.0
