,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,66,66,66,66
Reserves,709,812,922,918
Borrowings,403,835,810,282
Other Liabilities,373,287,278,125
Total Liabilities,1551,2000,2077,1392
Fixed Assets,631,690,909,922
CWIP,7,78,36,78
Investments,0,0,0,0
Other Assets,913,1232,1132,391
Total Assets,1551,2000,2077,1392
