,2006-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,27,54,34,37,78,64,51,121,60,173
Cash from Investing Activity,,-27,-95,-74,-69,-63,-67,-54,-129,-220,-127
Cash from Financing Activity,,1,87,41,32,-10,58,-26,2,157,-2
Net Cash Flow,,1,47,2,0,5,55,-29,-6,-4,44
