,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,,55,64,58,59,73,64,62
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,,,55,64,58,59,73,64,62
Working Capital Days,,,37,30,28,33,37,38,38
ROCE %,,-0,33,40,44,38,34,36,33
