,2012-03-01,2013-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,34.0,93,43.0,13,12,61,63,40,62,39,27
Inventory Days,373.0,534,286.0,302,276,254,380,222,636,534,584
Days Payable,99.0,153,100.0,202,186,129,115,83,322,171,142
Cash Conversion Cycle,307.0,475,230.0,114,101,186,328,178,375,403,469
Working Capital Days,-1461.0,-1137,-126.0,-106,-11,44,128,196,169,145,238
ROCE %,,46,,48,40,37,32,31,13,26,16
