,2012-03-01,2013-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,-765,284,-420,-342,84,504,1068,530,2130
Cash from Investing Activity,,,239,149,3,1047,170,-33,-734,-573,-1171
Cash from Financing Activity,,,-72,-324,-166,-769,-268,-191,-173,-149,-171
Net Cash Flow,,,-598,109,-583,-63,-15,280,162,-192,788
