,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,4,-18,3,11,-32
Cash from Investing Activity,-5,-1,-2,-2,-12
Cash from Financing Activity,6,12,3,-12,45
Net Cash Flow,5,-6,4,-3,0
