,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,61.4,61.4,63.17,59.32,59.32,59.32,59.32
FIIs,9.64,7.13,9.77,6.38,5.5,9.34,8.8
DIIs,12.84,13.57,13.63,8.94,6.91,2.55,3.51
Public,16.12,17.9,13.43,25.36,28.26,28.79,28.37
No. of Shareholders,54116.0,54717.0,43130.0,58738.0,56322.0,56583.0,56272.0
