,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,251,-723,338,201,-1690,-1829
Cash from Investing Activity,-15,-924,1018,409,949,-12
Cash from Financing Activity,-141,1972,-1313,-853,978,1431
Net Cash Flow,95,325,43,-243,238,-410
