,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,97.0,84,133,61,55,143
Inventory Days,1.0,,,,,
Days Payable,253.0,,,,,
Cash Conversion Cycle,-155.0,84,133,61,55,143
Working Capital Days,13.0,113,113,47,48,271
ROCE %,,50,23,-14,-66,-65
