,2022-03-01,2023-03-01,2023-09-01
Equity Capital,6,6,6
Reserves,49,55,57
Borrowings,3,10,9
Other Liabilities,27,23,24
Total Liabilities,85,96,97
Fixed Assets,14,20,19
CWIP,0,0,0
Investments,0,0,0
Other Assets,71,75,78
Total Assets,85,96,97
