,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,1214.0,1236.0,2123.0,1916.0,1984.0,2013
Expenses,1143.0,1190.0,2040.0,1833.0,1894.0,1913
Operating Profit,71.0,45.0,83.0,83.0,90.0,100
OPM %,6.0,4.0,4.0,4.0,5.0,5
Other Income,3.0,5.0,5.0,5.0,60.0,24
Interest,4.0,12.0,16.0,12.0,27.0,29
Depreciation,20.0,32.0,39.0,36.0,53.0,56
Profit before tax,49.0,7.0,33.0,41.0,70.0,40
Tax %,23.0,44.0,38.0,27.0,27.0,
Net Profit,37.0,4.0,20.0,30.0,52.0,24
EPS in Rs,3.6,0.41,2.06,2.68,5.61,2.66
