,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,20,20,20,20
Reserves,277,269,291,317,364,368
Borrowings,47,123,147,116,282,278
Other Liabilities,220,383,405,508,602,565
Total Liabilities,564,796,862,961,1268,1231
Fixed Assets,200,343,303,263,416,415
CWIP,25,2,1,4,8,4
Investments,7,21,26,118,104,146
Other Assets,332,430,531,576,740,666
Total Assets,564,796,862,961,1268,1231
