,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,423.0,449.0,430.0,507.0,342.0,379.0,422.0,432.0,607.0,766.0,974.0,911.0,935.0
Expenses,393.0,422.0,410.0,463.0,304.0,336.0,376.0,392.0,554.0,701.0,882.0,805.0,821.0
Operating Profit,30.0,28.0,20.0,44.0,38.0,43.0,46.0,40.0,53.0,65.0,92.0,106.0,115.0
OPM %,7.0,6.0,5.0,9.0,11.0,11.0,11.0,9.0,9.0,9.0,9.0,12.0,12.0
Other Income,3.0,6.0,14.0,9.0,-8.0,-12.0,-44.0,-13.0,29.0,11.0,7.0,4.0,7.0
Interest,20.0,19.0,22.0,20.0,13.0,17.0,16.0,16.0,20.0,23.0,22.0,19.0,20.0
Depreciation,4.0,8.0,8.0,8.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0
Profit before tax,8.0,6.0,4.0,25.0,13.0,9.0,-19.0,6.0,57.0,48.0,70.0,84.0,95.0
Tax %,64.0,113.0,81.0,31.0,57.0,83.0,-33.0,101.0,21.0,32.0,31.0,27.0,25.0
Net Profit,3.0,-1.0,1.0,17.0,6.0,1.0,-25.0,-0.0,45.0,33.0,48.0,62.0,71.0
EPS in Rs,0.41,-0.02,0.06,1.46,0.48,0.12,-2.09,0.1,4.03,2.72,4.03,5.17,5.55
