,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,4,4,10,10
Reserves,3,10,19,24,32
Borrowings,3,1,0,4,6
Other Liabilities,5,7,13,25,27
Total Liabilities,14,22,37,63,75
Fixed Assets,0,1,1,1,8
CWIP,0,0,0,7,0
Investments,1,6,21,45,48
Other Assets,12,15,15,11,19
Total Assets,14,22,37,63,75
