,2020-10-01,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2022-10-01,2023-03-01,2023-06-01,2023-09-01
Promoters,73.22,73.22,73.22,73.22,73.22,73.22,73.22,73.22,73.22
Public,26.79,26.78,26.79,26.78,26.78,26.78,26.78,26.79,26.78
No. of Shareholders,248.0,125.0,109.0,162.0,235.0,251.0,287.0,6548.0,9574.0
