,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,142.0,62,29,36
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,142.0,62,29,36
Working Capital Days,95.0,47,13,-7
ROCE %,,53,64,52
