,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,8.34,8.32,18.18,28.2,25.53
Expenses,7.96,8.19,16.39,25.77,23.58
Operating Profit,0.38,0.13,1.79,2.43,1.95
OPM %,4.56,1.56,9.85,8.62,7.64
Other Income,0.01,0.1,0.02,0.22,0.32
Interest,0.11,0.08,0.12,0.2,0.12
Depreciation,0.05,0.05,0.03,0.19,0.35
Profit before tax,0.23,0.1,1.66,2.26,1.80
Tax %,52.17,20.0,22.29,23.45,
Net Profit,0.11,0.08,1.29,1.73,1.44
EPS in Rs,96.49,70.18,1131.58,3.44,2.86
