,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,2.61,2.87,4.46,3.4,4.32,4.08,4.65,2.9,3.17,1.8,1.86,1.95,1.6
Expenses,2.4,2.66,4.24,3.24,4.03,3.89,4.25,2.78,3.05,1.78,1.7,1.77,1.42
Operating Profit,0.21,0.21,0.22,0.16,0.29,0.19,0.4,0.12,0.12,0.02,0.16,0.18,0.18
OPM %,8.05,7.32,4.93,4.71,6.71,4.66,8.6,4.14,3.79,1.11,8.6,9.23,11.25
Other Income,0.0,0.0,0.01,0.05,0.01,0.0,0.01,0.0,0.01,0.14,0.09,0.01,0.01
Interest,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.03,0.04,0.11,0.08,0.08
Depreciation,0.06,0.06,0.09,0.06,0.06,0.06,0.17,0.08,0.09,0.09,0.09,0.08,0.08
Profit before tax,0.15,0.15,0.13,0.14,0.24,0.13,0.24,0.03,0.01,0.03,0.05,0.03,0.03
Tax %,20.0,0.0,-30.77,14.29,8.33,15.38,8.33,133.33,100.0,33.33,-40.0,33.33,33.33
Net Profit,0.12,0.14,0.17,0.11,0.22,0.1,0.22,-0.01,0.0,0.02,0.07,0.03,0.02
EPS in Rs,0.22,0.25,0.31,0.2,0.39,0.18,0.39,-0.02,0.0,0.04,0.13,0.05,0.04
