,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,10,10,16,16,16,43,55,55,55,55,55,55,55.0
Reserves,34,45,61,88,122,241,725,861,932,1125,1295,1464,1590.0
Preference Capital,83,43,43,43,45,47,0,0,0,0,0,0,
Borrowings,384,564,773,1081,1358,1264,1455,2273,2796,3513,4439,6128,6966.0
Other Liabilities,177,183,283,387,450,652,665,801,1037,737,519,368,339.0
Total Liabilities,604,802,1133,1572,1947,2200,2898,3990,4820,5430,6309,8014,8949.0
Fixed Assets,6,6,6,4,8,9,58,13,15,12,14,17,22.0
CWIP,0,0,0,0,0,0,0,46,48,50,52,58,61.0
Investments,0,0,0,0,0,0,0,0,5,202,493,791,794.0
Other Assets,598,796,1127,1567,1938,2191,2840,3932,4752,5166,5750,7148,8072.0
Total Assets,604,802,1133,1572,1947,2200,2898,3990,4820,5430,6309,8014,8949.0
