,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,226.53,102.44,31.51,42.85,99.42,117.48,94.98,19.51,41.08,81.08,77.12,39.45,25.23
Expenses,225.51,100.91,30.38,39.53,95.42,113.43,94.25,17.65,38.2,79.71,74.96,36.09,23.23
Operating Profit,1.02,1.53,1.13,3.32,4.0,4.05,0.73,1.86,2.88,1.37,2.16,3.36,2.0
OPM %,0.45,1.49,3.59,7.75,4.02,3.45,0.77,9.53,7.01,1.69,2.8,8.52,7.93
Other Income,0.03,0.06,0.16,0.0,0.08,0.34,0.11,-0.04,0.07,0.0,0.8,-0.05,0.07
Interest,0.38,0.26,0.21,0.21,0.2,0.3,0.33,0.27,0.21,0.19,0.19,0.34,0.35
Depreciation,0.07,0.08,0.05,0.07,0.06,0.07,0.08,0.07,0.06,0.07,0.06,0.05,0.04
Profit before tax,0.6,1.25,1.03,3.04,3.82,4.02,0.43,1.48,2.68,1.11,2.71,2.92,1.68
Tax %,15.0,136.8,8.74,24.01,23.56,26.87,-190.7,20.95,24.63,46.85,16.24,22.6,26.79
Net Profit,0.51,-0.46,0.94,2.31,2.92,2.94,1.25,1.17,2.02,0.59,2.27,2.26,1.23
EPS in Rs,0.1,-0.09,0.18,0.44,0.55,0.56,0.24,0.22,0.38,0.11,0.43,0.43,0.23
