,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,401.0,390.0,470.0,570.0
Expenses,341.0,332.0,397.0,493.0
Operating Profit,60.0,58.0,73.0,77.0
OPM %,15.0,15.0,16.0,13.0
Other Income,9.0,13.0,10.0,10.0
Interest,4.0,4.0,4.0,6.0
Depreciation,24.0,21.0,20.0,20.0
Profit before tax,40.0,46.0,59.0,61.0
Tax %,22.0,22.0,16.0,18.0
Net Profit,32.0,36.0,50.0,50.0
EPS in Rs,20.78,23.75,32.18,16.01
