,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,15,15,29,38
Reserves,269,285,326,372,478
Borrowings,104,106,103,106,69
Other Liabilities,101,105,118,140,425
Total Liabilities,488,510,562,647,1010
Fixed Assets,181,224,220,219,211
CWIP,32,2,5,8,30
Investments,0,0,0,0,0
Other Assets,276,284,337,420,768
Total Assets,488,510,562,647,1010
