,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,56.0,64,62,77
Inventory Days,163.0,185,237,218
Days Payable,115.0,145,125,117
Cash Conversion Cycle,104.0,104,174,178
Working Capital Days,62.0,66,98,117
ROCE %,,12,15,14
