,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1803.0,1331.0,2241.0,2450.0,2398.0,1734.0,2827.0,4955.0,3177.0,2214.0,3893.0,5611.0,3871.0
Expenses,1422.0,1159.0,1859.0,1879.0,1904.0,1527.0,2296.0,3704.0,2478.0,1907.0,3095.0,4101.0,2989.0
Operating Profit,381.0,172.0,382.0,571.0,495.0,208.0,531.0,1251.0,699.0,307.0,798.0,1511.0,882.0
OPM %,21.0,13.0,17.0,23.0,21.0,12.0,19.0,25.0,22.0,14.0,20.0,27.0,23.0
Other Income,3.0,6.0,6.0,24.0,37.0,1.0,9.0,10.0,11.0,9.0,10.0,42.0,19.0
Interest,58.0,62.0,58.0,47.0,43.0,37.0,47.0,46.0,45.0,47.0,63.0,69.0,62.0
Depreciation,135.0,135.0,135.0,129.0,138.0,129.0,131.0,153.0,153.0,180.0,172.0,172.0,171.0
Profit before tax,192.0,-19.0,195.0,420.0,350.0,42.0,361.0,1062.0,511.0,90.0,573.0,1311.0,667.0
Tax %,16.0,62.0,30.0,24.0,26.0,22.0,25.0,24.0,23.0,9.0,24.0,23.0,23.0
Net Profit,161.0,-7.0,137.0,319.0,258.0,33.0,271.0,802.0,395.0,82.0,439.0,1005.0,514.0
EPS in Rs,1.18,-0.15,0.99,2.37,1.85,0.13,1.96,6.06,2.93,0.58,3.3,7.65,3.86
