,2012-12-01,2013-12-01,2014-12-01,2015-12-01,2016-12-01,2017-12-01,2018-12-01,2019-12-01,2020-12-01,2021-12-01,2022-12-01
Debtor Days,18.0,11,14,11,12,14,9,9,14,9,8
Inventory Days,82.0,75,77,90,103,88,94,100,123,131,116
Days Payable,32.0,42,48,39,58,38,52,54,68,64,48
Cash Conversion Cycle,68.0,44,43,62,58,64,52,55,69,76,76
Working Capital Days,46.0,28,-24,-46,-50,-33,-23,-13,-6,30,32
ROCE %,,5,7,12,16,12,15,18,11,17,27
