,2021-03-01,2022-03-01,2023-03-01
Debtor Days,156.0,165,235
Inventory Days,66.0,70,56
Days Payable,157.0,75,105
Cash Conversion Cycle,65.0,160,186
Working Capital Days,149.0,191,191
ROCE %,,29,27
