,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.01,-0.01,0.03,1.25,1.39,0.47,0.98,4.89,0.28,0.26,0.28,0.07,0.0
Expenses,0.03,0.03,0.01,1.2,1.52,0.11,0.31,4.47,0.29,0.07,0.09,0.07,0.09
Operating Profit,-0.02,-0.04,0.02,0.05,-0.13,0.36,0.67,0.42,-0.01,0.19,0.19,0.00,-0.09
OPM %,-200.0,,66.67,4.0,-9.35,76.6,68.37,8.59,-3.57,73.08,67.86,0.00,
Other Income,0.0,0.00,-0.02,0.0,0.0,0.01,0.04,0.83,0.0,0.0,0.0,0.00,0.06
Interest,0.0,0.00,0.00,0.0,0.0,0.0,0.02,0.02,0.0,0.18,0.14,0.00,0.0
Depreciation,0.0,0.00,0.00,0.03,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.00,0.0
Profit before tax,-0.02,-0.04,0.00,0.02,-0.13,0.37,0.69,1.23,-0.03,-0.01,0.03,0.00,-0.03
Tax %,0.0,0.00,,100.0,0.0,18.92,21.74,28.46,0.0,0.0,0.0,,
Net Profit,-0.02,-0.04,0.00,0.0,-0.13,0.3,0.54,0.88,-0.03,-0.01,0.04,0.00,-0.02
EPS in Rs,-4.0,-8.00,0.00,0.0,-0.43,0.98,1.77,2.89,-0.1,-0.03,0.13,0.00,-0.06
