,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,4.0,4.0,4.0,4.0
Reserves,3.1,2.17,0.96,0.49
Borrowings,0.0,2.52,4.21,4.47
Other Liabilities,0.23,0.06,-0.29,-0.51
Total Liabilities,7.33,8.75,8.88,8.45
Fixed Assets,0.06,4.0,4.28,3.95
CWIP,0.0,0.0,0.0,0.0
Investments,0.17,0.09,0.09,0.09
Other Assets,7.1,4.66,4.51,4.41
Total Assets,7.33,8.75,8.88,8.45
