,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-1.71,2.95,-0.47
Cash from Investing Activity,1.69,-4.43,-0.71
Cash from Financing Activity,-0.01,0.71,1.15
Net Cash Flow,-0.02,-0.77,-0.04
