,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,42.42,46.05,48.46,42.73,56.49,43.1,54.43,43.65,46.84,35.36,44.44,36.1,40.01
Expenses,39.08,45.41,56.56,35.44,46.63,37.15,53.09,42.91,46.11,33.79,41.09,40.07,39.0
Operating Profit,3.34,0.64,-8.1,7.29,9.86,5.95,1.34,0.74,0.73,1.57,3.35,-3.97,1.01
OPM %,7.87,1.39,-16.71,17.06,17.45,13.81,2.46,1.7,1.56,4.44,7.54,-11.0,2.52
Other Income,9.8,4.1,25.31,22.6,1.99,0.65,8.54,2.69,2.38,3.06,5.49,1.37,2.85
Interest,0.78,0.81,0.54,0.59,0.34,0.33,0.45,0.43,0.45,0.56,0.99,0.95,0.92
Depreciation,0.59,0.67,0.5,0.56,0.56,0.58,0.62,0.6,0.62,0.61,0.92,1.05,1.14
Profit before tax,11.77,3.26,16.17,28.74,10.95,5.69,8.81,2.4,2.04,3.46,6.93,-4.6,1.8
Tax %,8.24,38.04,3.59,7.45,12.97,38.49,13.96,34.17,50.0,12.72,20.78,-5.87,40.0
Net Profit,10.81,2.02,15.6,26.6,9.53,3.5,7.59,1.58,1.02,3.01,5.49,-4.87,1.08
EPS in Rs,1.41,0.26,2.04,3.47,1.24,0.46,0.99,0.21,0.13,0.39,0.72,-0.64,0.14
