,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,58,95,44,151,128,183,166
Cash from Investing Activity,-57,-239,-126,-12,-29,-45,-69
Cash from Financing Activity,23,184,57,-169,-70,-154,-64
Net Cash Flow,23,40,-25,-29,29,-16,33
