,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,-1,0,0,1,1,2,4,7,98,37,23
Cash from Investing Activity,-1,0,0,0,0,0,-1,-1,-1,-70,-28,12
Cash from Financing Activity,1,0,0,0,-1,0,0,-1,1,-2,-15,-5
Net Cash Flow,1,-1,0,0,0,0,1,2,7,26,-6,30
