,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-16,-31,67,-53
Cash from Investing Activity,5,-7,-31,-149
Cash from Financing Activity,1,43,-11,176
Net Cash Flow,-11,5,25,-26
