,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,264.0,250,46,113
Inventory Days,532.0,451,433,649
Days Payable,40.0,91,66,87
Cash Conversion Cycle,756.0,609,413,676
Working Capital Days,882.0,591,132,379
ROCE %,,-14,48,15
