,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,99.27,40.28,38.66,97.07,23.73
Expenses,44.21,33.27,37.46,68.57,31.59
Operating Profit,55.06,7.01,1.2,28.5,-7.86
OPM %,55.46,17.4,3.1,29.36,-33.12
Other Income,1.07,2.82,4.21,3.54,14.91
Interest,0.37,0.74,2.58,2.31,0.69
Depreciation,2.67,2.69,3.31,4.66,5.02
Profit before tax,53.09,6.4,-0.48,25.07,1.34
Tax %,22.3,37.97,-1029.17,24.73,32.84
Net Profit,41.25,3.97,-5.42,18.86,0.89
EPS in Rs,4552.98,438.19,-2.54,4.95,0.21
