,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,45.41,43.98,46.31,45.14,46.32,49.55,38.65,59.06,66.7,52.46,59.2,74.39,73.08
Expenses,43.55,35.12,36.32,36.95,38.12,41.57,35.99,49.34,58.67,45.49,51.68,64.88,63.19
Operating Profit,1.86,8.86,9.99,8.19,8.2,7.98,2.66,9.72,8.03,6.97,7.52,9.51,9.89
OPM %,4.1,20.15,21.57,18.14,17.7,16.1,6.88,16.46,12.04,13.29,12.7,12.78,13.53
Other Income,3.1,0.35,-0.24,-0.41,0.29,0.88,3.87,0.94,1.45,1.06,1.44,1.61,4.41
Interest,3.57,3.1,2.52,2.79,2.41,2.82,2.61,2.34,1.63,0.81,0.86,0.82,0.87
Depreciation,1.78,2.03,1.89,2.48,2.08,1.93,1.61,1.87,1.92,1.6,1.39,1.28,1.25
Profit before tax,-0.39,4.08,5.34,2.51,4.0,4.11,2.31,6.45,5.93,5.62,6.71,9.02,12.18
Tax %,-74.36,14.71,16.85,16.73,21.25,21.65,30.74,20.78,15.35,10.68,24.89,24.17,
Net Profit,-0.69,3.47,4.44,2.09,3.15,3.21,1.6,5.11,5.02,5.02,5.03,6.84,8.81
EPS in Rs,-0.47,13.02,16.35,8.35,12.12,12.59,7.49,17.8,17.69,16.86,16.27,21.37,27.73
